monitoring_date,location_code,inspection_time,temperature
2023-01-02,Inbound Bay,03.00PM,8
2023-01-02,Inbound Bay,06.00PM,12
2023-01-02,Inbound Bay,09.00PM,7
2023-01-02,Outbound Bay,12.00AM,8
2023-01-02,Outbound Bay,03.00AM,8
2023-01-02,Outbound Bay,06.00AM,9
2023-01-02,Outbound Bay,09.00AM,9
2023-01-02,Outbound Bay,12.00PM,11
2023-01-02,Outbound Bay,03.00PM,13
2023-01-02,Outbound Bay,06.00PM,7
2023-01-02,Outbound Bay,09.00PM,13
2022-01-14,A01 Room,12.00AM,-15
2022-01-14,A01 Room,03.00AM,-20
2022-01-14,A01 Room,06.00AM,-17
2022-01-14,A01 Room,09.00AM,-15
2022-01-14,A01 Room,12.00PM,-20
2022-01-14,A01 Room,03.00PM,-17
2022-01-14,A01 Room,06.00PM,-16
2022-01-14,A01 Room,09.00PM,-20
2022-01-14,B01 Room,12.00AM,-18
2022-01-14,B01 Room,03.00AM,-19
2022-01-14,B01 Room,06.00AM,-18
2022-01-14,B01 Room,09.00AM,-15
2022-01-14,B01 Room,12.00PM,-18
2022-01-14,B01 Room,03.00PM,-18
2022-01-14,B01 Room,06.00PM,-17
2022-01-14,B01 Room,09.00PM,-21
2022-01-14,C01 Room,12.00AM,-16
2022-01-14,C01 Room,03.00AM,-16
2022-01-14,C01 Room,06.00AM,-17
2022-01-14,C01 Room,09.00AM,-19
2022-01-14,C01 Room,12.00PM,-20
2022-01-14,C01 Room,03.00PM,-16
2022-01-14,C01 Room,06.00PM,-18
2022-01-14,C01 Room,09.00PM,-19
2022-01-14,D01 Room,12.00AM,-18
2022-01-14,D01 Room,03.00AM,-19
2022-01-14,D01 Room,06.00AM,-15
2022-01-14,D01 Room,09.00AM,-15
2022-01-14,D01 Room,12.00PM,-15
2022-01-14,D01 Room,03.00PM,-15
2022-01-14,D01 Room,06.00PM,-21
2022-01-14,D01 Room,09.00PM,-18
2022-01-14,Inbound Bay,12.00AM,11
2022-01-14,Inbound Bay,03.00AM,13
2022-01-14,Inbound Bay,06.00AM,8
2022-01-14,Inbound Bay,09.00AM,7
2022-01-14,Inbound Bay,12.00PM,10
2022-01-14,Inbound Bay,03.00PM,12
2022-01-14,Inbound Bay,06.00PM,12
2022-01-14,Inbound Bay,09.00PM,10
2022-01-14,Outbound Bay,12.00AM,7
2022-01-14,Outbound Bay,03.00AM,7
2022-01-14,Outbound Bay,06.00AM,12
2022-01-14,Outbound Bay,09.00AM,7
2022-01-14,Outbound Bay,12.00PM,10
2022-01-14,Outbound Bay,03.00PM,10
2022-01-14,Outbound Bay,06.00PM,10
2022-01-14,Outbound Bay,09.00PM,12
2022-04-15,A01 Room,12.00AM,-21
2022-04-15,A01 Room,03.00AM,-20
2022-04-15,A01 Room,06.00AM,-20
2022-04-15,A01 Room,09.00AM,-20
2022-04-15,A01 Room,12.00PM,-21
2022-04-15,A01 Room,03.00PM,-18
2022-04-15,A01 Room,06.00PM,-18
2022-04-15,A01 Room,09.00PM,-15
2022-04-15,B01 Room,12.00AM,-15
2022-04-15,B01 Room,03.00AM,-19
2022-04-15,B01 Room,06.00AM,-15
2022-04-15,B01 Room,09.00AM,-21
2022-04-15,B01 Room,12.00PM,-18
2022-04-15,B01 Room,03.00PM,-20
2022-04-15,B01 Room,06.00PM,-19
2022-04-15,B01 Room,09.00PM,-18
2022-04-15,C01 Room,12.00AM,-15
2022-04-15,C01 Room,03.00AM,-15
2022-04-15,C01 Room,06.00AM,-21
2022-04-15,C01 Room,09.00AM,-18
2022-04-15,C01 Room,12.00PM,-17
2022-04-15,C01 Room,03.00PM,-15
2022-04-15,C01 Room,06.00PM,-15
2022-04-15,C01 Room,09.00PM,-21
2022-04-15,D01 Room,12.00AM,-21
2022-04-15,D01 Room,03.00AM,-16
2022-04-15,D01 Room,06.00AM,-18
2022-04-15,D01 Room,09.00AM,-19
2022-04-15,D01 Room,12.00PM,-17
2022-04-15,D01 Room,03.00PM,-20
2022-04-15,D01 Room,06.00PM,-15
2022-04-15,D01 Room,09.00PM,-18
2022-04-15,Inbound Bay,12.00AM,9
2022-04-15,Inbound Bay,03.00AM,10
2022-04-15,Inbound Bay,06.00AM,8
2022-04-15,Inbound Bay,09.00AM,13
2022-04-15,Inbound Bay,12.00PM,10
2022-04-15,Inbound Bay,03.00PM,7
2022-04-15,Inbound Bay,06.00PM,13
2022-04-15,Inbound Bay,09.00PM,10
2022-04-15,Outbound Bay,12.00AM,9
2022-04-15,Outbound Bay,03.00AM,10
2022-04-15,Outbound Bay,06.00AM,7
2022-04-15,Outbound Bay,09.00AM,8
2022-04-15,Outbound Bay,12.00PM,12
2022-04-15,Outbound Bay,03.00PM,7
2022-04-15,Outbound Bay,06.00PM,8
2022-04-15,Outbound Bay,09.00PM,7
2022-12-18,A01 Room,12.00AM,-16
2022-12-18,A01 Room,03.00AM,-17
2022-12-18,A01 Room,06.00AM,-20
2022-12-18,A01 Room,09.00AM,-16
2022-12-18,A01 Room,12.00PM,-15
2022-12-18,A01 Room,03.00PM,-17
2022-12-18,A01 Room,06.00PM,-21
2022-12-18,A01 Room,09.00PM,-18
2022-12-18,B01 Room,12.00AM,-18
2022-12-18,B01 Room,03.00AM,-21
2022-12-18,B01 Room,06.00AM,-19
2022-12-18,B01 Room,09.00AM,-20
2022-12-18,B01 Room,12.00PM,-21
2022-12-18,B01 Room,03.00PM,-21
2022-12-18,B01 Room,06.00PM,-21
2022-12-18,B01 Room,09.00PM,-19
2022-12-18,C01 Room,12.00AM,-21
2022-12-18,C01 Room,03.00AM,-19
2022-12-18,C01 Room,06.00AM,-19
2022-12-18,C01 Room,09.00AM,-16
2022-12-18,C01 Room,12.00PM,-17
2022-12-18,C01 Room,03.00PM,-20
2022-12-18,C01 Room,06.00PM,-16
2022-12-18,C01 Room,09.00PM,-19
2022-12-18,D01 Room,12.00AM,-19
2022-12-18,D01 Room,03.00AM,-18
2022-12-18,D01 Room,06.00AM,-18
2022-12-18,D01 Room,09.00AM,-17
2022-12-18,D01 Room,12.00PM,-16
2022-12-18,D01 Room,03.00PM,-16
2022-12-18,D01 Room,06.00PM,-17
2022-12-18,D01 Room,09.00PM,-17
2022-12-18,Inbound Bay,12.00AM,8
2022-12-18,Inbound Bay,03.00AM,9
2022-12-18,Inbound Bay,06.00AM,9
2022-12-18,Inbound Bay,09.00AM,13
2022-12-18,Inbound Bay,12.00PM,7
2022-12-18,Inbound Bay,03.00PM,9
2022-12-18,Inbound Bay,06.00PM,11
2022-12-18,Inbound Bay,09.00PM,7
2022-12-18,Outbound Bay,12.00AM,9
2022-12-18,Outbound Bay,03.00AM,13
2022-12-18,Outbound Bay,06.00AM,11
2022-12-18,Outbound Bay,09.00AM,11
2022-12-18,Outbound Bay,12.00PM,10
2022-12-18,Outbound Bay,03.00PM,11
2022-12-18,Outbound Bay,06.00PM,8
2022-12-18,Outbound Bay,09.00PM,11
2022-02-19,A01 Room,12.00AM,-16
2022-02-19,A01 Room,03.00AM,-16
2022-02-19,A01 Room,06.00AM,-18
2022-02-19,A01 Room,09.00AM,-18
2022-02-19,A01 Room,12.00PM,-16
2022-02-19,A01 Room,03.00PM,-16
2022-02-19,A01 Room,06.00PM,-20
2022-02-19,A01 Room,09.00PM,-15
2022-02-19,B01 Room,12.00AM,-18
2022-02-19,B01 Room,03.00AM,-18
2022-02-19,B01 Room,06.00AM,-15
2022-02-19,B01 Room,09.00AM,-15
2022-02-19,B01 Room,12.00PM,-21
2022-02-19,B01 Room,03.00PM,-19
2022-02-19,B01 Room,06.00PM,-16
2022-02-19,B01 Room,09.00PM,-16
2022-02-19,C01 Room,12.00AM,-19
2022-02-19,C01 Room,03.00AM,-17
2022-02-19,C01 Room,06.00AM,-19
2022-02-19,C01 Room,09.00AM,-21
2022-02-19,C01 Room,12.00PM,-16
2022-02-19,C01 Room,03.00PM,-21
2022-02-19,C01 Room,06.00PM,-17
2022-02-19,C01 Room,09.00PM,-17
2022-02-19,D01 Room,12.00AM,-20
2022-02-19,D01 Room,03.00AM,-15
2022-02-19,D01 Room,06.00AM,-21
2022-02-19,D01 Room,09.00AM,-16
2022-02-19,D01 Room,12.00PM,-16
2022-02-19,D01 Room,03.00PM,-16
2022-02-19,D01 Room,06.00PM,-20
2022-02-19,D01 Room,09.00PM,-15
2022-02-19,Inbound Bay,12.00AM,10
2022-02-19,Inbound Bay,03.00AM,10
2022-02-19,Inbound Bay,06.00AM,10
2022-02-19,Inbound Bay,09.00AM,13
2022-02-19,Inbound Bay,12.00PM,11
2022-02-19,Inbound Bay,03.00PM,12
2022-02-19,Inbound Bay,06.00PM,8
2022-02-19,Inbound Bay,09.00PM,11
2022-02-19,Outbound Bay,12.00AM,9
2022-02-19,Outbound Bay,03.00AM,11
2022-02-19,Outbound Bay,06.00AM,13
2022-02-19,Outbound Bay,09.00AM,7
2022-02-19,Outbound Bay,12.00PM,12
2022-02-19,Outbound Bay,03.00PM,11
2022-02-19,Outbound Bay,06.00PM,13
2022-02-19,Outbound Bay,09.00PM,13
2024-08-20,A01 Room,12.00AM,-21
2024-08-20,A01 Room,03.00AM,-19
2024-08-20,A01 Room,06.00AM,-20
2024-08-20,A01 Room,09.00AM,-15
2024-08-20,A01 Room,12.00PM,-17
2024-08-20,A01 Room,03.00PM,-18
2024-08-20,A01 Room,06.00PM,-18
2024-08-20,A01 Room,09.00PM,-21
2024-08-20,B01 Room,12.00AM,-20
2024-08-20,B01 Room,03.00AM,-17
2024-08-20,B01 Room,06.00AM,-19
2024-08-20,B01 Room,09.00AM,-17
2024-08-20,B01 Room,12.00PM,-19
2024-08-20,B01 Room,03.00PM,-19
2024-08-20,B01 Room,06.00PM,-15
2024-08-20,B01 Room,09.00PM,-19
2024-08-20,C01 Room,12.00AM,-17
2024-08-20,C01 Room,03.00AM,-15
2024-08-20,C01 Room,06.00AM,-16
2024-08-20,C01 Room,09.00AM,-19
2024-08-20,C01 Room,12.00PM,-19
2024-08-20,C01 Room,03.00PM,-15
2024-08-20,C01 Room,06.00PM,-18
2024-08-20,C01 Room,09.00PM,-20
2024-08-20,D01 Room,12.00AM,-19
2024-08-20,D01 Room,03.00AM,-15
2024-08-20,D01 Room,06.00AM,-17
2024-08-20,D01 Room,09.00AM,-18
2024-08-20,D01 Room,12.00PM,-21
2024-08-20,D01 Room,03.00PM,-15
2024-08-20,D01 Room,06.00PM,-15
2024-08-20,D01 Room,09.00PM,-19
2024-08-20,Inbound Bay,12.00AM,12
2024-08-20,Inbound Bay,03.00AM,9
2024-08-20,Inbound Bay,06.00AM,10
2024-08-20,Inbound Bay,09.00AM,8
2024-08-20,Inbound Bay,12.00PM,8
2024-08-20,Inbound Bay,03.00PM,11
2024-08-20,Inbound Bay,06.00PM,7
2024-08-20,Inbound Bay,09.00PM,13
2024-08-20,Outbound Bay,12.00AM,12
2024-08-20,Outbound Bay,03.00AM,11
2024-08-20,Outbound Bay,06.00AM,10
2024-08-20,Outbound Bay,09.00AM,13
2024-08-20,Outbound Bay,12.00PM,10
2024-08-20,Outbound Bay,03.00PM,8
2024-08-20,Outbound Bay,06.00PM,7
2024-08-20,Outbound Bay,09.00PM,9
2024-12-03,A01 Room,12.00AM,-17
2024-12-03,A01 Room,03.00AM,-17
2024-12-03,A01 Room,06.00AM,-16
2024-12-03,A01 Room,09.00AM,-19
2024-12-03,A01 Room,12.00PM,-15
2024-12-03,A01 Room,03.00PM,-15
2024-12-03,A01 Room,06.00PM,-21
2024-12-03,A01 Room,09.00PM,-20
2024-12-03,B01 Room,12.00AM,-20
2024-12-03,B01 Room,03.00AM,-16
2024-12-03,B01 Room,06.00AM,-16
2024-12-03,B01 Room,09.00AM,-18
2024-12-03,B01 Room,12.00PM,-15
2024-12-03,B01 Room,03.00PM,-16
2024-12-03,B01 Room,06.00PM,-17
2024-12-03,B01 Room,09.00PM,-17
2024-12-03,C01 Room,12.00AM,-17
2024-12-03,C01 Room,03.00AM,-19
2024-12-03,C01 Room,06.00AM,-19
2024-12-03,C01 Room,09.00AM,-20
2024-12-03,C01 Room,12.00PM,-21
2024-12-03,C01 Room,03.00PM,-15
2024-12-03,C01 Room,06.00PM,-20
2024-12-03,C01 Room,09.00PM,-19
2024-12-03,D01 Room,12.00AM,-21
2024-12-03,D01 Room,03.00AM,-16
2024-12-03,D01 Room,06.00AM,-17
2024-12-03,D01 Room,09.00AM,-19
2024-12-03,D01 Room,12.00PM,-19
2024-12-03,D01 Room,03.00PM,-20
2024-12-03,D01 Room,06.00PM,-15
2024-12-03,D01 Room,09.00PM,-21
2024-12-03,Inbound Bay,12.00AM,7
2024-12-03,Inbound Bay,03.00AM,8
2024-12-03,Inbound Bay,06.00AM,10
2024-12-03,Inbound Bay,09.00AM,13
2024-12-03,Inbound Bay,12.00PM,12
2024-12-03,Inbound Bay,03.00PM,10
2024-12-03,Inbound Bay,06.00PM,13
2024-12-03,Inbound Bay,09.00PM,8
2024-12-03,Outbound Bay,12.00AM,7
2024-12-03,Outbound Bay,03.00AM,10
2024-12-03,Outbound Bay,06.00AM,7
2024-12-03,Outbound Bay,09.00AM,12
2024-12-03,Outbound Bay,12.00PM,8
2024-12-03,Outbound Bay,03.00PM,7
2024-12-03,Outbound Bay,06.00PM,8
2024-12-03,Outbound Bay,09.00PM,7
2022-01-25,A01 Room,12.00AM,-16
2022-01-25,A01 Room,03.00AM,-17
2022-01-25,A01 Room,06.00AM,-17
2022-01-25,A01 Room,09.00AM,-16
2022-01-25,A01 Room,12.00PM,-21
2022-01-25,A01 Room,03.00PM,-21
2022-01-25,A01 Room,06.00PM,-18
2022-01-25,A01 Room,09.00PM,-21
2022-01-25,B01 Room,12.00AM,-20
2022-01-25,B01 Room,03.00AM,-19
2022-01-25,B01 Room,06.00AM,-20
2022-01-25,B01 Room,09.00AM,-15
2022-01-25,B01 Room,12.00PM,-19
2022-01-25,B01 Room,03.00PM,-19
2022-01-25,B01 Room,06.00PM,-17
2022-01-25,B01 Room,09.00PM,-15
2022-01-25,C01 Room,12.00AM,-20
2022-01-25,C01 Room,03.00AM,-19
2022-01-25,C01 Room,06.00AM,-19
2022-01-25,C01 Room,09.00AM,-19
2022-01-25,C01 Room,12.00PM,-21
2022-01-25,C01 Room,03.00PM,-17
2022-01-25,C01 Room,06.00PM,-21
2022-01-25,C01 Room,09.00PM,-15
2022-01-25,D01 Room,12.00AM,-17
2022-01-25,D01 Room,03.00AM,-21
2022-01-25,D01 Room,06.00AM,-20
2022-01-25,D01 Room,09.00AM,-16
2022-01-25,D01 Room,12.00PM,-19
2022-01-25,D01 Room,03.00PM,-20
2022-01-25,D01 Room,06.00PM,-21
2022-01-25,D01 Room,09.00PM,-20
2022-01-25,Inbound Bay,12.00AM,8
2022-01-25,Inbound Bay,03.00AM,9
2022-01-25,Inbound Bay,06.00AM,12
2022-01-25,Inbound Bay,09.00AM,11
2022-01-25,Inbound Bay,12.00PM,13
2022-01-25,Inbound Bay,03.00PM,7
2022-01-25,Inbound Bay,06.00PM,12
2022-01-25,Inbound Bay,09.00PM,10
2022-01-25,Outbound Bay,12.00AM,13
2022-01-25,Outbound Bay,03.00AM,13
2022-01-25,Outbound Bay,06.00AM,9
2022-01-25,Outbound Bay,09.00AM,12
2022-01-25,Outbound Bay,12.00PM,12
2022-01-25,Outbound Bay,03.00PM,8
2022-01-25,Outbound Bay,06.00PM,9
2022-01-25,Outbound Bay,09.00PM,12
2024-09-13,A01 Room,12.00AM,-15
2024-09-13,A01 Room,03.00AM,-17
2024-09-13,A01 Room,06.00AM,-20
2024-09-13,A01 Room,09.00AM,-17
2024-09-13,A01 Room,12.00PM,-20
2024-09-13,A01 Room,03.00PM,-19
2024-09-13,A01 Room,06.00PM,-17
2024-09-13,A01 Room,09.00PM,-16
2024-09-13,B01 Room,12.00AM,-16
2024-09-13,B01 Room,03.00AM,-16
2024-09-13,B01 Room,06.00AM,-19
2024-09-13,B01 Room,09.00AM,-17
2024-09-13,B01 Room,12.00PM,-20
2024-09-13,B01 Room,03.00PM,-20
2024-09-13,B01 Room,06.00PM,-19
2024-09-13,B01 Room,09.00PM,-16
2024-09-13,C01 Room,12.00AM,-20
2024-09-13,C01 Room,03.00AM,-18
2024-09-13,C01 Room,06.00AM,-18
2024-09-13,C01 Room,09.00AM,-19
2024-09-13,C01 Room,12.00PM,-19
2024-09-13,C01 Room,03.00PM,-21
2024-09-13,C01 Room,06.00PM,-16
2024-09-13,C01 Room,09.00PM,-19
2024-09-13,D01 Room,12.00AM,-15
2024-09-13,D01 Room,03.00AM,-21
2024-09-13,D01 Room,06.00AM,-18
2024-09-13,D01 Room,09.00AM,-17
2024-09-13,D01 Room,12.00PM,-19
2024-09-13,D01 Room,03.00PM,-19
2024-09-13,D01 Room,06.00PM,-16
2024-09-13,D01 Room,09.00PM,-19
2024-09-13,Inbound Bay,12.00AM,9
2024-09-13,Inbound Bay,03.00AM,12
2024-09-13,Inbound Bay,06.00AM,13
2024-09-13,Inbound Bay,09.00AM,13
2024-09-13,Inbound Bay,12.00PM,7
2024-09-13,Inbound Bay,03.00PM,13
2024-09-13,Inbound Bay,06.00PM,9
2024-09-13,Inbound Bay,09.00PM,10
2024-09-13,Outbound Bay,12.00AM,8
2024-09-13,Outbound Bay,03.00AM,9
2024-09-13,Outbound Bay,06.00AM,12
2024-09-13,Outbound Bay,09.00AM,12
2024-09-13,Outbound Bay,12.00PM,13
2024-09-13,Outbound Bay,03.00PM,12
2024-09-13,Outbound Bay,06.00PM,7
2024-09-13,Outbound Bay,09.00PM,8
2023-06-18,A01 Room,12.00AM,-20
2023-06-18,A01 Room,03.00AM,-17
2023-06-18,A01 Room,06.00AM,-20
2023-06-18,A01 Room,09.00AM,-19
2023-06-18,A01 Room,12.00PM,-19
2023-06-18,A01 Room,03.00PM,-15
2023-06-18,A01 Room,06.00PM,-16
2023-06-18,A01 Room,09.00PM,-20
2023-06-18,B01 Room,12.00AM,-18
2023-06-18,B01 Room,03.00AM,-18
2023-06-18,B01 Room,06.00AM,-18
2023-06-18,B01 Room,09.00AM,-20
2023-06-18,B01 Room,12.00PM,-19
2023-06-18,B01 Room,03.00PM,-17
2023-06-18,B01 Room,06.00PM,-19
2023-06-18,B01 Room,09.00PM,-18
2023-06-18,C01 Room,12.00AM,-19
2023-06-18,C01 Room,03.00AM,-20
2023-06-18,C01 Room,06.00AM,-17
2023-06-18,C01 Room,09.00AM,-17
2023-06-18,C01 Room,12.00PM,-21
2023-06-18,C01 Room,03.00PM,-16
2023-06-18,C01 Room,06.00PM,-19
2023-06-18,C01 Room,09.00PM,-21
2023-06-18,D01 Room,12.00AM,-15
2023-06-18,D01 Room,03.00AM,-15
2023-06-18,D01 Room,06.00AM,-18
2023-06-18,D01 Room,09.00AM,-21
2023-06-18,D01 Room,12.00PM,-19
2023-06-18,D01 Room,03.00PM,-16
2023-06-18,D01 Room,06.00PM,-20
2023-06-18,D01 Room,09.00PM,-16
2023-06-18,Inbound Bay,12.00AM,10
2023-06-18,Inbound Bay,03.00AM,9
2023-06-18,Inbound Bay,06.00AM,13
2023-06-18,Inbound Bay,09.00AM,12
2023-06-18,Inbound Bay,12.00PM,9
2023-06-18,Inbound Bay,03.00PM,8
2023-06-18,Inbound Bay,06.00PM,8
2023-06-18,Inbound Bay,09.00PM,8
2023-06-18,Outbound Bay,12.00AM,9
2023-06-18,Outbound Bay,03.00AM,8
2023-06-18,Outbound Bay,06.00AM,10
2023-06-18,Outbound Bay,09.00AM,13
2023-06-18,Outbound Bay,12.00PM,11
2023-06-18,Outbound Bay,03.00PM,12
2023-06-18,Outbound Bay,06.00PM,11
2023-06-18,Outbound Bay,09.00PM,10
2024-01-13,A01 Room,12.00AM,-17
2024-01-13,A01 Room,03.00AM,-21
2024-01-13,A01 Room,06.00AM,-20
2024-01-13,A01 Room,09.00AM,-15
2024-01-13,A01 Room,12.00PM,-20
2024-01-13,A01 Room,03.00PM,-17
2024-01-13,A01 Room,06.00PM,-16
2024-01-13,A01 Room,09.00PM,-17
2024-01-13,B01 Room,12.00AM,-21
2024-01-13,B01 Room,03.00AM,-15
2024-01-13,B01 Room,06.00AM,-17
2024-01-13,B01 Room,09.00AM,-17
2024-01-13,B01 Room,12.00PM,-16
2024-01-13,B01 Room,03.00PM,-21
2024-01-13,B01 Room,06.00PM,-15
2024-01-13,B01 Room,09.00PM,-16
2024-01-13,C01 Room,12.00AM,-21
2024-01-13,C01 Room,03.00AM,-20
2024-01-13,C01 Room,06.00AM,-19
2024-01-13,C01 Room,09.00AM,-15
2024-01-13,C01 Room,12.00PM,-18
2024-01-13,C01 Room,03.00PM,-20
2024-01-13,C01 Room,06.00PM,-16
2024-01-13,C01 Room,09.00PM,-17
2024-01-13,D01 Room,12.00AM,-19
2024-01-13,D01 Room,03.00AM,-17
2024-01-13,D01 Room,06.00AM,-19
2024-01-13,D01 Room,09.00AM,-19
2024-01-13,D01 Room,12.00PM,-21
2024-01-13,D01 Room,03.00PM,-16
2024-01-13,D01 Room,06.00PM,-19
2024-01-13,D01 Room,09.00PM,-20
2024-01-13,Inbound Bay,12.00AM,11
2024-01-13,Inbound Bay,03.00AM,9
2024-01-13,Inbound Bay,06.00AM,11
2024-01-13,Inbound Bay,09.00AM,10
2024-01-13,Inbound Bay,12.00PM,8
2024-01-13,Inbound Bay,03.00PM,8
2024-01-13,Inbound Bay,06.00PM,10
2024-01-13,Inbound Bay,09.00PM,8
2024-01-13,Outbound Bay,12.00AM,9
2024-01-13,Outbound Bay,03.00AM,8
2024-01-13,Outbound Bay,06.00AM,9
2024-01-13,Outbound Bay,09.00AM,13
2024-01-13,Outbound Bay,12.00PM,8
2024-01-13,Outbound Bay,03.00PM,10
2024-01-13,Outbound Bay,06.00PM,8
2024-01-13,Outbound Bay,09.00PM,7
2024-06-07,A01 Room,12.00AM,-17
2024-06-07,A01 Room,03.00AM,-17
2024-06-07,A01 Room,06.00AM,-15
2024-06-07,A01 Room,09.00AM,-21
2024-06-07,A01 Room,12.00PM,-20
2024-06-07,A01 Room,03.00PM,-18
2024-06-07,A01 Room,06.00PM,-18
2024-06-07,A01 Room,09.00PM,-16
2024-06-07,B01 Room,12.00AM,-20
2024-06-07,B01 Room,03.00AM,-15
2024-06-07,B01 Room,06.00AM,-18
2024-06-07,B01 Room,09.00AM,-19
2024-06-07,B01 Room,12.00PM,-17
2024-06-07,B01 Room,03.00PM,-18
2024-06-07,B01 Room,06.00PM,-20
2024-06-07,B01 Room,09.00PM,-21
2024-06-07,C01 Room,12.00AM,-20
2024-06-07,C01 Room,03.00AM,-15
2024-06-07,C01 Room,06.00AM,-15
2024-06-07,C01 Room,09.00AM,-18
2024-06-07,C01 Room,12.00PM,-18
2024-06-07,C01 Room,03.00PM,-17
2024-06-07,C01 Room,06.00PM,-16
2024-06-07,C01 Room,09.00PM,-21
2024-06-07,D01 Room,12.00AM,-21
2024-06-07,D01 Room,03.00AM,-17
2024-06-07,D01 Room,06.00AM,-15
2024-06-07,D01 Room,09.00AM,-15
2024-06-07,D01 Room,12.00PM,-15
2024-06-07,D01 Room,03.00PM,-18
2024-06-07,D01 Room,06.00PM,-16
2024-06-07,D01 Room,09.00PM,-17
2024-06-07,Inbound Bay,12.00AM,10
2024-06-07,Inbound Bay,03.00AM,10
2024-06-07,Inbound Bay,06.00AM,7
2024-06-07,Inbound Bay,09.00AM,12
2024-06-07,Inbound Bay,12.00PM,10
2024-06-07,Inbound Bay,03.00PM,9
2024-06-07,Inbound Bay,06.00PM,12
2024-06-07,Inbound Bay,09.00PM,7
2024-06-07,Outbound Bay,12.00AM,7
2024-06-07,Outbound Bay,03.00AM,8
2024-06-07,Outbound Bay,06.00AM,8
2024-06-07,Outbound Bay,09.00AM,12
2024-06-07,Outbound Bay,12.00PM,10
2024-06-07,Outbound Bay,03.00PM,11
2024-06-07,Outbound Bay,06.00PM,8
2024-06-07,Outbound Bay,09.00PM,13
2023-04-25,A01 Room,12.00AM,-18
2023-04-25,A01 Room,03.00AM,-20
2023-04-25,A01 Room,06.00AM,-15
2023-04-25,A01 Room,09.00AM,-16
2023-04-25,A01 Room,12.00PM,-21
2023-04-25,A01 Room,03.00PM,-19
2023-04-25,A01 Room,06.00PM,-16
2023-04-25,A01 Room,09.00PM,-16
2023-04-25,B01 Room,12.00AM,-15
2023-04-25,B01 Room,03.00AM,-19
2023-04-25,B01 Room,06.00AM,-21
2023-04-25,B01 Room,09.00AM,-21
2023-04-25,B01 Room,12.00PM,-18
2023-04-25,B01 Room,03.00PM,-21
2023-04-25,B01 Room,06.00PM,-15
2023-04-25,B01 Room,09.00PM,-20
2023-04-25,C01 Room,12.00AM,-17
2023-04-25,C01 Room,03.00AM,-16
2023-04-25,C01 Room,06.00AM,-21
2023-04-25,C01 Room,09.00AM,-19
2023-04-25,C01 Room,12.00PM,-20
2023-04-25,C01 Room,03.00PM,-21
2023-04-25,C01 Room,06.00PM,-15
2023-04-25,C01 Room,09.00PM,-19
2023-04-25,D01 Room,12.00AM,-20
2023-04-25,D01 Room,03.00AM,-20
2023-04-25,D01 Room,06.00AM,-18
2023-04-25,D01 Room,09.00AM,-21
2023-04-25,D01 Room,12.00PM,-20
2023-04-25,D01 Room,03.00PM,-19
2023-04-25,D01 Room,06.00PM,-17
2023-04-25,D01 Room,09.00PM,-19
2023-04-25,Inbound Bay,12.00AM,13
2023-04-25,Inbound Bay,03.00AM,9
2023-04-25,Inbound Bay,06.00AM,7
2023-04-25,Inbound Bay,09.00AM,9
2023-04-25,Inbound Bay,12.00PM,13
2023-04-25,Inbound Bay,03.00PM,9
2023-04-25,Inbound Bay,06.00PM,9
2023-04-25,Inbound Bay,09.00PM,10
2023-04-25,Outbound Bay,12.00AM,13
2023-04-25,Outbound Bay,03.00AM,9
2023-04-25,Outbound Bay,06.00AM,13
2023-04-25,Outbound Bay,09.00AM,11
2023-04-25,Outbound Bay,12.00PM,10
2023-04-25,Outbound Bay,03.00PM,10
2023-04-25,Outbound Bay,06.00PM,7
2023-04-25,Outbound Bay,09.00PM,12
2022-08-10,A01 Room,12.00AM,-16
2022-08-10,A01 Room,03.00AM,-16
2022-08-10,A01 Room,06.00AM,-15
2022-08-10,A01 Room,09.00AM,-19
2022-08-10,A01 Room,12.00PM,-20
2022-08-10,A01 Room,03.00PM,-16
2022-08-10,A01 Room,06.00PM,-16
2022-08-10,A01 Room,09.00PM,-15
2022-08-10,B01 Room,12.00AM,-18
2022-08-10,B01 Room,03.00AM,-15
2022-08-10,B01 Room,06.00AM,-20
2022-08-10,B01 Room,09.00AM,-20
2022-08-10,B01 Room,12.00PM,-21
2022-08-10,B01 Room,03.00PM,-15
2022-08-10,B01 Room,06.00PM,-17
2022-08-10,B01 Room,09.00PM,-17
2022-08-10,C01 Room,12.00AM,-21
2022-08-10,C01 Room,03.00AM,-19
2022-08-10,C01 Room,06.00AM,-20
2022-08-10,C01 Room,09.00AM,-15
2022-08-10,C01 Room,12.00PM,-15
2022-08-10,C01 Room,03.00PM,-17
2022-08-10,C01 Room,06.00PM,-16
2022-08-10,C01 Room,09.00PM,-15
2022-08-10,D01 Room,12.00AM,-15
2022-08-10,D01 Room,03.00AM,-21
2022-08-10,D01 Room,06.00AM,-20
2022-08-10,D01 Room,09.00AM,-20
2022-08-10,D01 Room,12.00PM,-19
2022-08-10,D01 Room,03.00PM,-17
2022-08-10,D01 Room,06.00PM,-15
2022-08-10,D01 Room,09.00PM,-15
2022-08-10,Inbound Bay,12.00AM,12
2022-08-10,Inbound Bay,03.00AM,8
2022-08-10,Inbound Bay,06.00AM,8
2022-08-10,Inbound Bay,09.00AM,13
2022-08-10,Inbound Bay,12.00PM,12
2022-08-10,Inbound Bay,03.00PM,10
