inspection_date,vehicle_no,good_truckbox,good_truckfloor,good_truckdoor,good_curtain,good_cooling_unit,pest_check,odor_check
2023-07-21,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-25,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-07,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-09,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-08,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-14,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-14,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-25,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-13,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-17,747240,Yes,No,Yes,Yes,No,Yes,Yes
2024-07-18,805995,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-11,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-11,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-13,147795,No,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-16,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-09,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-16,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-11,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-07,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-17,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-11,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-27,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-04,563945,No,Yes,Yes,No,Yes,Yes,Yes
2023-11-11,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-22,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-02,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-08,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-18,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-17,491934,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-22,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-10,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-10,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-07,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-19,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-28,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-03,965360,No,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-04,491934,Yes,Yes,Yes,Yes,No,Yes,Yes
2024-11-17,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-12,563945,Yes,Yes,Yes,No,Yes,Yes,Yes
2024-06-28,927199,Yes,Yes,Yes,No,Yes,Yes,Yes
2024-06-19,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-04,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-30,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-02,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-08,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-06,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-18,761087,No,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-28,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-09,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-23,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-01,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-12,834169,Yes,No,Yes,Yes,Yes,Yes,Yes
2022-03-16,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-30,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-24,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-17,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-28,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-18,965360,Yes,No,Yes,Yes,Yes,Yes,Yes
2022-05-14,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-28,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-11,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-13,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-10,805995,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-04,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-29,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-30,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-09,805995,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-17,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-03,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-20,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-12,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-08,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-29,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-25,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-04,805995,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-19,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-15,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-21,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-03,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-17,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-14,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-07,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-08,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-02,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-27,124266,Yes,Yes,No,Yes,Yes,Yes,Yes
2024-03-17,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-23,679149,Yes,Yes,Yes,Yes,No,Yes,Yes
2024-05-23,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-14,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-16,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-05,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-23,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-19,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-11,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-03,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-07,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-08,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-21,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-28,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-07,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-12,257344,Yes,Yes,Yes,Yes,Yes,Yes,No
2024-12-11,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-15,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-22,610841,Yes,Yes,Yes,Yes,No,Yes,Yes
2024-12-06,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-28,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-12,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-11,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-16,332153,No,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-13,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-22,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-25,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-02,730082,Yes,No,Yes,Yes,Yes,Yes,Yes
2022-04-25,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-19,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-29,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-20,805995,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-20,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-31,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-31,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-20,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-30,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-11,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-22,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-18,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-14,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-13,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-31,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-01,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-25,284331,Yes,Yes,Yes,No,Yes,Yes,Yes
2024-04-11,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-27,202921,Yes,No,Yes,Yes,Yes,Yes,Yes
2023-05-31,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-12,284331,Yes,Yes,Yes,Yes,Yes,Yes,No
2023-08-20,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-08,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-06,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-10,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-01,679149,Yes,Yes,No,No,Yes,Yes,Yes
2022-06-25,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-30,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-04,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-15,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-06,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-02,376747,Yes,Yes,Yes,Yes,Yes,Yes,No
2024-06-29,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-27,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-18,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-06,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-02,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-26,852208,Yes,Yes,Yes,Yes,Yes,No,Yes
2023-12-10,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-13,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-03,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-27,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-09,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-10,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-17,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-03,639369,No,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-11,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-24,669128,Yes,No,Yes,Yes,Yes,Yes,Yes
2024-05-21,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-20,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-05,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-06,730082,Yes,Yes,Yes,Yes,Yes,Yes,No
2024-08-18,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-27,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-02,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-03,725173,Yes,Yes,Yes,Yes,No,Yes,Yes
2022-08-21,834169,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-29,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-09,805995,Yes,No,Yes,Yes,Yes,Yes,Yes
2022-11-09,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-04,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-29,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-20,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-07,257344,Yes,Yes,Yes,Yes,No,Yes,Yes
2023-10-03,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-29,684492,Yes,Yes,Yes,Yes,Yes,No,Yes
2022-02-14,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-02,202921,Yes,Yes,No,Yes,Yes,Yes,Yes
2024-12-11,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-11,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-10,104015,Yes,Yes,Yes,No,Yes,Yes,Yes
2024-06-09,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-11,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-28,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-04,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-01,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-17,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-16,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-11,969104,Yes,Yes,Yes,Yes,Yes,Yes,No
2024-08-26,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-13,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-15,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-28,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-21,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-16,805995,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-16,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-03,740803,Yes,Yes,Yes,Yes,Yes,Yes,No
2024-07-10,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-22,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-10,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-03,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-05,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-05,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-03,975958,Yes,Yes,Yes,Yes,Yes,Yes,No
2023-06-08,104015,Yes,Yes,Yes,Yes,Yes,Yes,No
2023-05-25,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-31,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-14,684492,Yes,Yes,Yes,Yes,Yes,Yes,No
2023-11-08,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-18,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-19,639369,Yes,Yes,Yes,Yes,No,Yes,Yes
2022-02-27,975958,Yes,Yes,Yes,No,Yes,Yes,Yes
2022-02-09,491934,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-12,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-14,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-05,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-18,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-15,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-14,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-08,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-22,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-19,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-14,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-10,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-28,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-26,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-21,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-19,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-05,834169,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-06,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-13,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-04,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-17,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-17,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-19,376747,Yes,Yes,Yes,Yes,No,Yes,Yes
2022-02-08,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-08,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-17,491934,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-23,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-31,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-28,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-09,385905,Yes,Yes,Yes,Yes,Yes,Yes,No
2023-06-18,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-04,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-04,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-19,834169,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-16,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-07,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-21,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-03,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-13,147795,Yes,Yes,Yes,No,Yes,Yes,Yes
2022-11-01,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-26,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-17,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-13,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-13,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-23,124266,Yes,Yes,Yes,Yes,Yes,No,Yes
2023-02-02,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-21,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-19,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-26,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-31,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-04,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-13,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-06,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-28,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-19,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-04,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-16,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-15,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-11,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-20,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-17,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-19,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-14,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-14,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-08,271604,Yes,Yes,Yes,Yes,Yes,Yes,No
2024-01-26,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-26,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-05,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-13,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-13,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-04,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-21,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-25,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-22,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-09,834169,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-20,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-11,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-13,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-03,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-10,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-20,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-30,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-16,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-25,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-24,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-07,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-14,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-20,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-07,730082,Yes,Yes,Yes,No,Yes,Yes,Yes
2022-07-26,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-02,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-10,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-30,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-06,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-18,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-13,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-02,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-30,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-09,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-26,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-12,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-09,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-11,833447,Yes,Yes,Yes,Yes,Yes,Yes,No
2022-05-13,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-22,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-09,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-19,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-23,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-21,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-06,965360,Yes,Yes,Yes,Yes,Yes,Yes,No
2024-05-02,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-19,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-07,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-26,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-07,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-07,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-10,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-23,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-23,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-19,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-16,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-24,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-10,730082,Yes,Yes,Yes,No,Yes,Yes,Yes
2022-01-13,284331,No,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-03,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-02,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-19,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-19,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-02,257344,Yes,Yes,Yes,Yes,Yes,Yes,No
2024-10-18,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-25,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-05,669128,Yes,Yes,No,Yes,Yes,Yes,Yes
2022-05-20,755796,Yes,Yes,Yes,Yes,Yes,No,Yes
2024-04-11,417866,Yes,Yes,Yes,Yes,No,Yes,Yes
2022-02-11,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-18,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-10,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-10,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-26,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-12,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-21,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-08,842083,No,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-14,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-09,834169,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-21,332153,Yes,Yes,Yes,Yes,No,Yes,Yes
2023-10-13,834169,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-22,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-03,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-10,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-01,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-30,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-09,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-09,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-16,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
